ICAO Code,Classification,Category,Wing Span(m),Length(m),Height(m),MTOW(t),Fuel Capacity(ltr),Maximum Range(Nm),Persons On Board,Take Off Distance(m),Landing Distance(m),Absolute Ceiling(x100ft),Optimum Ceiling(x100ft),Maximum Speed(kts / M),Optimum Speed(kts / M),Maximum Climb Rate(ft / min),List of Manufacturers
C425,L2T,L/G,13.5,10.9,3.8,3.9,1400,1340,8,624,580,340,310,263,250,2000,"['CESSNA 425 Conquest 1', 'CESSNA 425 Corsair']"
C441,L2T,L/G,15,11.9,4,4.4,1820,2110,10,750,570,370,330,295,210,2400,"['CESSNA 441 Conquest', 'CESSNA 441 Conquest 2']"
C46,L2P,M/D,32.9,23.2,6.6,22.6,,1560,36-53,,,270,240,204,193,600,"['CURTISS C-46 Commando', 'CURTISS CW-20 Commando']"
C500,L2J,L/G,14.4,13.3,4.3,5.3,2370,1210,8,998,610,410,380,370,357,3300,"['CESSNA 500 Citation', 'CESSNA 500 Citation 1']"
C501,L2J,L/G,14.4,13.3,4.3,6,2370,1320,8,998,570,410,380,/ .70,/ 0.56,3300,['CESSNA 501 Citation 1SP']
C510,L2J,L/G,13.1,12.3,4.1,3.9,,1340,2+5,950,730,410,350,420 / .63,340,3010,['CESSNA 510 Citation Mustang']
C525,L2J,L/G,14.2,13,4.2,4.7,1460,1560,7,1000,841,410,350,380,378,3000,"['CESSNA 525 Citation CJ1', 'CESSNA 525 CitationJet']"
C550,L2J,L/G,15.9,14.3,4.5,6,2330,1900,12,990,930,450,310,425,384,3200,"['CESSNA 550 Citation 2', 'CESSNA S550 Citation S2']"
C551,L2J,L/G,15.9,14.4,4.6,6.8,3200,2000,11,810,680,430,310,403,,3400,['CESSNA 551 Citation 2SP']
C55B,L2J,L/G,15.9,14.3,4.5,6.8,2330,2300,8,990,930,450,350,425,403/.70,3040,['CESSNA 550B Citation Bravo']
C560,L2J,M/G,15.9,14.9,4.5,7.2,3680,1710,8,970,854,450,330,,427,4000,"['CESSNA 560 Citation 5', 'CESSNA 560 Citation Encore', 'CESSNA 560 Citation Ultra', 'CESSNA OT-47 Citation Ultra', 'CESSNA UC-35 Citation Encore', 'CESSNA UC-35 Citation Ultra']"
C56X,L2J,M/G,17,15.7,5.2,9,3800,2080,,1094,969,450,330,431,305,,"['CESSNA 560XL Citation Excel', 'CESSNA 560XL Citation XLS']"
C5M,L4J,H/B,66.8,75.5,19.8,381,193600,2400,,2600,1100,360,,509 / .79,490 / .77,1800,['LOCKHEED C-5 Super Galaxy']
C650,L2J,M/G,16.3,16.9,5.1,9.9,4600,2340,9,1579,1500,470,450,478,,3700,"['CESSNA 650 Citation 3', 'CESSNA 650 Citation 6', 'CESSNA 650 Citation 7']"
C680,L2J,M/G,19.2,19.3,6,13.6,6090,2500,14,1220,960,470,430,457 / .80,446,,['CESSNA 680 Citation Sovereign']
C68A,M,M/G,22,19,6.3,13.9,5168,2700,2+9,1091,756,450,,446,368,2313,['CESSNA 680A Citation Latitude']
C700,M,M/G,21,22.3,5.9,17.9,6600,3500,3+12,1466,966,,430,,483,,['CESSNA 700 Citation Longitude']
C72R,L1P,L/G,11,8.1,2.7,1.2,200,700,,590,440,170,150,144,140,800,"['AVIONES COLOMBIA 172RG', 'CESSNA 172RG Cutlass RG']"
C750,L2J,M/G,19.5,22,5.7,16.3,6930,3300,14,1701,1067,510,480,/ .92,/ 0.84,4400,['CESSNA 750 Citation 10']
C77R,L1P,L/G,10.8,8.3,2.7,1.2,200,480,4,,410,170,150,153,144,850,"['AVIONES COLOMBIA 177RG', 'CESSNA 177RG Cardinal RG', 'REIMS F177RG Cardinal RG']"
C82,L2P,M/D,32.4,23.5,8,24.4,9800,2000,3+42,1000,570,210,190,214,189,950,"['FAIRCHILD (1) C-82 Packet', 'FAIRCHILD (1) F-78 Packet']"
C82R,L1P,L/G,11,8.7,2.6,1.4,350,,1+3,450,420,180,140,160,156,890,"['AVIONES COLOMBIA R182', 'CESSNA R182 Skylane RG', 'REIMS FR182 Skylane RG']"
C82S,L1P,L/G,11,8.7,2.6,1.4,350,,1+3,450,420,180,140,160,156,890,['CESSNA T182 Turbo Skylane']
C82T,L1P,L/G,11,8.7,2.6,1.4,350,930,1+3,650,400,180,140,175,145,1140,['CESSNA TR182 Turbo Skylane RG']
C919,L2J,M/D,35.8,38.9,11.9,72.5,19560,2200,168,2000,1600,,,,450 / .78,,['COMAC C-919']
C97,L4P,M/D,43,35.8,11.6,79.4,,3730,6+134,,,350,330,325,260,2500,['BOEING C-97 Stratofreighter']
CA12,L1T,L/G,14.6,12.6,,4.9,2270,2500,2+8,300,360,430,,,,4000,['COMP AIR CA-12 Comp Air 12']
CA19,L1P,L/G,10.9,7.7,2.9,3.7,,1400,1,,,340,155,265,,2900,"['COMMONWEALTH (1) CA-13 Boomerang', 'COMMONWEALTH (1) CA-19 Boomerang']"
CA1P,L1P,L/G,11,9.5,2.5,2.2,450,,10,150,200,250,220,182,165,800,['AEROCOMP CA-10 Comp Air 10']
CA1T,L1T,L/G,11.1,9.5,2.6,2.2,700,790,8,100,250,,200,195,180,2000,"['AEROCOMP CA-10T Comp Air 10T', 'AEROCOMP CA-10XLT Comp Air 10XLT', 'COMP AIR CA-10XLT Comp Air 10XLT']"
CA25,L1P,L/G,11.7,8.5,2.7,2.1,,500,3,,,160,120,162,143,1500,['COMMONWEALTH (1) CA-25 Winjeel']
CA3,L1P,L/G,10.5,7.3,2.4,1.2,150,700,3,100,180,,110,152,126,1100,"['AEROCOMP CA-3 Comp Air 3', 'COMP AIR CA-3 Comp Air 3']"
CA4,L1P,L/G,11.4,7.9,2.4,1.3,190,600,1+3,120,150,160,,129,115,1400,"['AEROCOMP CA-4 Comp Air 4', 'AEROCOMP CA-4 Comp Monster', 'COMP AIR CA-4 Comp Air 4', 'COMP AIR CA-4 Comp Monster']"
CA41,L1P,L/G,7.4,6.5,2.5,0.7,,,2,100,,,,180,165,2700,['CORVUS CA-41 Racer']
CA6,L1P,L/G,10.6,7.9,2.4,1.4,310,700,6,100,120,180,130,152,143,1700,"['AEROCOMP CA-6 Comp Air 6', 'COMP AIR CA-6 Comp Air 6']"
CA61,L1P,L/G,8.2,5.4,2,0.5,60,420,1,,,,,104,86,,['CVJETKOVIC CA-61 Mini Ace']
CA65,L1P,L/G,7.6,5.8,2.2,0.6,100,,4,137,183,150,120,180,155,600,['CVJETKOVIC CA-65 Skyfly']
CA7P,L1P,L/G,10.6,7.9,2.4,1.7,330,1100,6,130,240,160,,191,178,1500,"['AEROCOMP CA-7P Comp Air 7P', 'AEROCOMP CA-7SL Comp Air 7SL', 'COMP AIR CA-7P Comp Air 7P']"
CA7T,L1T,L/G,10.6,9.1,2.4,1.7,570,900,6,121,,160,120,275,210,4000,"['AEROCOMP CA-7SLX Comp Air 7SLX', 'AEROCOMP CA-7T Comp Air 7T', 'COMP AIR CA-7SLX Comp Air 7SLX', 'COMP AIR CA-7T Comp Air 7T']"
CA8,L1T,L/G,10.9,9.6,2.4,2.3,450,800,8,120,180,270,220,217,182,2000,"['AEROCOMP CA-8 Comp Air 8', 'COMP AIR CA-8 Comp Air 8']"
CA9,L1T,L/G,13.1,11.5,4.2,3.5,1135,1500,6,500,,,,250,220,2800,['COMP AIR CA-9 Comp Air 9']
CABI,L1T,L/G,8.5,6.1,2.3,0.7,250,,4,,,,,,,,['UNIVERSAL COMPOSITE Carbon Bird']
CABN,L1P,L/G,10.4,7.2,2.7,1.1,190,450,4,,,120,100,103,90,800,['PARAMOUNT Cabinaire']
CAD2,L1P,L/G,9.7,6.7,1.7,0.7,80,400,2,100,150,130,,108,86,1150,"['CLASS Bush Caddy R-80', 'CLASS Bush Caddy R-120', 'DELISLE Cadi']"
CAD4,L1P,L/G,10.9,7.7,2.3,1.2,150,600,4,120,200,130,100,135,115,1100,"['CLASS Bush Caddy L-160', 'CLASS Bush Caddy L-162', 'CLASS Bush Caddy L-164']"
CAJ,L1J,L/G,13.4,11,4.5,4,1600,1000,8,610,850,300,240,369,348,5800,"['AEROCOMP CA-J Comp Air Jet', 'COMP AIR CA-J Comp Air Jet']"
CAML,L1P,L/G,8.5,5.7,2.5,0.7,,300,1,,,190,150,100,,860,"['SOPWITH Camel', 'SOPWITH Camel Replica']"
CAMP,L1P,L/G,9,5.9,2,0.6,46,300,,228,,120,100,92,61,500,"['GREGA GN-1 Aircamper', 'PIETENPOL B-4 Aircamper', 'ST. CROIX Pietenpol Aircamper']"
CAN4,L1P,L/G,11.1,6.9,2,0.6,160,910,,175,200,120,100,,102,1380,['CAMPANA AN-4']
CAPL,L1P,L/G,8.3,5.2,1.7,0.5,80,410,2,60,,100,,95,86,1100,"['CAPELLA Capella', 'FLIGHTWORKS Capella']"
CAR,L1P,L/G,10.3,7.9,2.1,1,,500,4,,,120,100,125,117,,['AEROCAR Aerocar']
CARV,L4P,M/D,35.8,31.2,9,33.4,,3000,85,1.28,950,190,140,217,185,650,['AVIATION TRADERS ATL-98 Carvair']
CASS,L1P,L/G,5.3,5,1.3,0.5,55,400,1,150,230,160,130,170,,1500,"['CASSUTT Special', 'NATIONAL AERONAUTICS Cassutt 3M']"
CAT,A2P,M/G,31.7,19.8,6.1,16,,2210,8,,,180,150,170,102,600,"['BOEING CANADA Canso', 'BOEING CANADA PBY Catalina', 'CANADAIR A-10 Catalina', 'CANADAIR CL-1 Catalina', 'CANADAIR OA-10 Catalina', 'CANADIAN VICKERS A-10 Catalina', 'CANADIAN VICKERS Canso', 'CANADIAN VICKERS OA-10 Catalina', 'CANADIAN VICKERS PBV Catalina', 'CANADIAN VICKERS PBY Catalina', 'CONSOLIDATED 28 Catalina', 'CONSOLIDATED A-10 Catalina', 'CONSOLIDATED Canso', 'CONSOLIDATED OA-10 Catalina', 'CONSOLIDATED PBY Catalina', 'CONVAIR 28 Catalina', 'CONVAIR A-10 Catalina', 'CONVAIR OA-10 Catalina', 'CONVAIR PBY Catalina']"
CAT1,L1P,L/G,10.3,6,2.3,0.8,230,900,2,180,240,160,120,134,121,1000,['CREATIVE FLIGHT MPA Aerocat SR']
CAT2,L2P,L/G,10.3,8.2,2.7,1.3,250,1000,4,150,180,140,110,156,,1100,['CREATIVE FLIGHT MPA Aerocat TR']
CAW,L1P,L/G,12.2,7.5,,1.1,,500,6,,,140,100,108,91,,['CESSNA AW']
CB1,L1P,L/G,7.7,5.7,2.3,0.8,55,170,2,120,180,,100,91,73,750,"['HATZ CB-1 Biplane', 'MAKELAN Hatz Classic']"
CC19,L1P,L/G,10.7,7.2,2.5,1,190,700,2,,,140,,133,126,1500,"['CUB CRAFTERS CC-19 XCub', 'CUB CRAFTERS CC-19 NXCub']"
CD2,A2T,L/G,17.7,12.9,5.2,4.6,1500,940,14,,,280,240,,180,1575,['CLAUDIUS DORNIER CD-2 Seastar']
CDC6,L1P,L/G,12.5,8.5,2.1,,,400,6,,,180,150,120,100,,['CESSNA DC-6']
CDUS,G1P,L/G,-,4.8,2.7,0.6,40,500,2,50,10,,,120,100,1000,"['AUTOGYRO Calidus', 'ROTORSPORT Calidus']"
CDW1,L1P,L/G,7.3,5.5,1.5,0.4,,500,1,,,130,199,150,100,,['CHILTON DW-1']
CE15,S1P,L/G,9.8,7,,0.5,,150,2,50,30,100,80,64,53,,['CHERNOV Che-15']
CE22,A2P,L/G,11.8,6.8,2.2,0.8,100,280,3,50,70,110,80,85,75,1580,"['A-41 VNS-41', 'ARC-41 VNS-41', 'CHERNOV Che-22 Corvette', 'HYDROPLANE Che-22 Corvette', 'HYDROPLANE Che-22 Pelican']"
CE23,A1P,L/G,11,6.5,2.5,0.6,,,2,,,100,80,,65,500,['CHERNOV Che-23']
CE25,A2P,L/G,12.6,7.7,2.5,1.1,130,460,4,50,30,,100,97,70,980,"['CHERNOV Che-25', 'HYDROPLANE Che-25']"
CE27,A2P,L/G,12.7,7.7,2.5,0.6,,550,2,100,70,,150,110,,,"['CHERNOV Che-27', 'STATUS AVIA SA-1 Status']"
CE43,L1P,L/G,10,7.8,,1.4,210,,4,650,550,175,140,,170,1000,['CERVA CE-43 Guepard']
CEGL,L1P,L/G,11.2,7.9,2.5,1.8,330,600,6,,,150,130,100,,,['CELAIR Eagle 300']
CELR,L1P,L/G,7.6,6.6,1.7,0.9,150,800,2,240,300,200,,191,178,1800,['MIRAGE Celerity']
CENT,L1P,L/G,10.9,7.7,2.3,1.3,,600,6,,,160,120,140,122,1250,['FOUND 100 Centennial']
CFRE,A1P,L/G,12.4,5.8,,0.7,23,300,2,150,,,100,140,,1000,"['COLYAER Freedom', 'COLYAER Mascato']"
CG3,L1P,L/G,13.4,6.4,2.5,0.7,,200,2,,,130,80,58,46,,"['CAUDRON G-3', 'CAUDRON G-3 Replica']"
CGAN,S1P,L/G,12.4,5.8,,0.5,,,2,50,,100,80,140,97,1000,['COLYAER Gannet']
CH1,L1T,L/G,12.1,10.2,3.6,5,,1200,2,,,320,240,370,220,3400,"['AIDC A-CH-1 Chung-Tsing', 'AIDC R-CH-1 Chung-Tsing', 'AIDC T-CH-1 Chung-Tsing']"
CH10,L1P,L/G,6.7,6,2,0.7,,,1,,,140,130,,91,,"['ZENAIR CH-100 Mono-Z', 'ZENAIR CH-100 Mono-Zenith']"
CH12,H1P,L/G,-,6.3,2.7,0.7,,,2,,,,115,128,100,1380,['CICARE CH-12']
CH14,H1T,L/G,-,9.8,3.3,1.5,,275,2,,,,150,149,131,1930,['CICARE CH-14 Aguilucho']
CH15,L1P,L/G,6.1,,1.5,0.5,55,260,1,210,190,160,120,156,126,2200,"['ZENAIR CH-150 Acro-Z', 'ZENAIR CH-150 Acro-Zenith']"
CH18,L1P,L/G,6.1,,1.6,0.5,120,560,1,,,160,,220,150,3000,"['ZENAIR CH-180 Super Acro-Z', 'ZENAIR CH-180 Super Acro-Zenith']"
CH20,L1P,L/G,7,6.2,2.1,0.7,72,,2,,,150,120,128,110,800,"['HEINTZ CH-200 Zenith', 'ZENAIR CH-200 Zenith']"
CH25,L1P,L/G,7,6.2,,0.7,125,,2,,,145,100,156,122,1400,['ZENAIR CH-250 Zenith']
CH2T,L1P,L/G,8.7,7,2,0.7,120,850,,472,520,,100,139,,800,"['AMD CH-2000 Alarus', 'AMD CH-2000 Zenith', 'JORDAN AEROSPACE CH-2000 Sama', 'ZENAIR CH-2000 Zenith']"
CH3,L1P,L/G,10.9,6.5,2.2,1.1,160,350,1+3,230,180,,,109,97,750,"['CHRISLEA CH-3 Super Ace', 'CHRISLEA CH-3 Skyjeep']"
CH30,L1P,L/G,8.1,6.9,2.1,0.9,,530,1+2,,,100,80,140,124,1000,"['ZENAIR CH-300 Tri-Z', 'ZENAIR CH-300 Tri-Zenith']"
CH40,L2P,L/G,10.6,6.8,3,1.1,220,,1+1,,,145,,110,103,650,['CHAMPION 402 Lancer']
CH50,L1P,L/G,8.1,6.9,2.1,0.9,,,,,,100,,132,,,"['ZENAIR CH-50 Mini Zenith', 'ZENAIR CH-50 Mini-Z']"
CH60,L1P,L/G,7,5.7,1.9,0.5,110,820,2,360,380,120,100,112,105,1030,"['AMD CH-601 Zodiac', 'CZAW CH-601 Zodiac', 'DERAZONA CH-601 Zodiac', 'ROLAND 601 Zodiac', 'ROLAND Z-602 Zodiac', 'ROLAND Z-602', 'ROLAND CH-602 Zodiac', 'ZENAIR CH-600 Zodiac', 'ZENAIR CH-601 Super Zodiac', 'ZENAIR CH-601 Zodiac', 'ZENITH CH-601 Super Zodiac', 'ZENITH CH-601 Zodiac']"
CH62,L2P,L/G,8.3,5.3,1.8,0.7,130,650,2,260,244,120,100,116,109,1280,"['ZENAIR CH-620 Gemini', 'ZENITH CH-620 Gemini']"
CH64,L1P,L/G,9.6,7.1,2.2,1,140,440,4,290,244,130,100,136,,950,"['ZENAIR CH-640 Zodiac', 'ZENITH CH-640 Zodiac']"
CH65,L1P,L/G,7,5.7,1.9,0.6,110,715,2,360,380,120,100,,130,1000,['AMD CH-650 Zodiac']
CH7,H1P,L/G,-,6,2.2,0.5,40,400,2,,,165,120,108,86,1140,['HELI-SPORT CH-7 Kompress']
CH70,L1P,L/G,8.2,6.3,2.6,0.4,70,110,2,20,30,150,120,85,75,1200,"['AEROBRAVO Bravo', 'CZAW CH-701 Stol', 'ROLAND 701 Stol', 'ROLAND S-Stol', 'ZENAIR CH-701 Stol', 'ZENITH CH-701 Stol']"
CH75,L1P,L/G,9.1,6.7,2.6,0.6,90,400,2,,,140,100,120,,1000,"['AMD CH-750 Stol', 'AMD CH-750 Cruzer', 'ZENAIR CH-750 Stol', 'ZENAIR CH-750 Cruzer', 'ZENITH CH-750 Stol', 'ZENITH CH-750 Cruzer']"
CH7A,L1P,L/G,10.7,6.5,2.6,0.7,130,550,2,144,259,160,100,89,78,750,"['AERONCA 7AC Champion', 'AERONCA 7BCM', 'AERONCA 7CC Champion', 'AERONCA 7CCM', 'AERONCA 7DC Champion', 'AERONCA 7EC Traveler', 'AERONCA L-16', 'AMERICAN CHAMPION 7EC Champ', 'AMERICAN CHAMPION 7ECA Citabria Aurora', 'BELLANCA 7ACA Champ', 'BELLANCA 7ECA Citabria', 'CHAMPION 7EC Traveler', 'CHAMPION 7ECA Citabria', 'CHAMPION 7FC Tri-Traveler', 'CHAMPION 7JC Tri-Con']"
CH7B,L1P,L/G,10.2,6.8,2.3,0.8,130,480,2,110,140,170,,120,111,1350,"['AMERICAN CHAMPION 7GCAA Citabria Adventure', 'AMERICAN CHAMPION 7GCBC Citabria Explorer', 'AMERICAN CHAMPION 7GCAA Citabria Ultimate Adventure', 'AMERICAN CHAMPION 7GCBC Citabria High Country Explorer', 'BELLANCA 7GCBC Citabria', 'BELLANCA 7KCAB Citabria', 'CHAMPION 7GC Sky-Trac', 'CHAMPION 7GCA Sky-Trac', 'CHAMPION 7GCAA', 'CHAMPION 7GCB Challenger', 'CHAMPION 7GCBA Challenger', 'CHAMPION 7GCBC Citabria', ""CHAMPION 7HC DX'er"", 'CHAMPION 7KC Olympia', 'CHAMPION 7KCAB Citabria']"
CH80,L1P,L/G,9.5,7.5,2.7,1,220,630,4,150,140,160,120,97,92,720,"['CZAW CH-801 Stol', 'JORDAN AEROSPACE CH-8000 Hawk 1', 'JORDAN AEROSPACE CH-8000 Shark', 'ZENAIR CH-801 Stol', 'ZENITH CH-801 Stol']"
CHAN,L1P,L/G,8,7.2,,0.9,250,840,2,,,160,80,230,210,2500,['CADCOR Chanute']
CHCS,L1P,L/G,14.3,5.3,1.9,0.5,35,300,2,100,120,,80,86,70,590,"['ALPAERO Choucas', 'NOIN Choucas']"
CHGO,L1P,L/G,10.2,7.7,2.7,1.2,210,600,2,620,270,165,120,183,119,740,['KOREAN AIR CHK-91 Chang-Gong 91']
CHIC,L1P,L/G,8.9,6.3,2.3,,,,2,,,130,100,110,,,['PODESVA Chico']
CHIF,H1P,L/G,-,8.6,2.3,0.8,75,250,2,,,140,100,,70,1000,['PAWNEE Chief']
CHIN,L1P,L/G,9.7,5.1,1.7,0.5,40,290,1,80,130,150,100,90,70,1000,['ASAP Chinook']
CHIP,L1P,L/G,10.5,7.7,2.1,1.2,110,400,2,120,270,170,,156,139,1800,"['LEGER Super-Chipmunk', 'SUPER-CHIPMUNK Super-Chipmunk']"
CHR1,L1P,L/G,9.8,6.2,2.1,0.7,70,300,2,100,,150,120,,80,,['ELMWOOD CA-05 Christavia Mk1']
CHR4,L1P,L/G,10.7,6.7,2.1,1,140,,1+4,150,,180,130,120,100,800,['ELMWOOD CH-8 Christavia Mk4']
CHSY,G1P,L/G,-,5.4,2.6,0.5,53,180,2,150,20,130,100,90,65,1000,['CHAYAIR Sycamore']
CICA,L2P,L/G,11.3,7.4,2.9,0.8,100,420,2,120,,,80,78,64,1200,"['HYDROPLANE Cicada', 'HYDROPLANE SkyWind']"
CJ1,L1P,L/G,5.6,4.6,1.4,0.4,42,420,1,110,140,145,100,139,113,1000,['CORBY CJ-1 Starlet']
CJ6,L1P,L/G,10.1,8.4,2.9,1.4,155,420,2,,,210,160,,133,1250,"['HONGDU BT-6', 'HONGDU CJ-6', 'NANCHANG CJ-6', 'NANCHANG PT-6']"
CKUO,L2J,M/G,9.4,14.2,4.4,12.2,,590,1,,,580,410,688 / 1.20,,50000,['AIDC F-CK-1 Ching-Kuo']
CL2P,A2P,M/E,28.6,19.8,9,19.7,5900,1100,17,810,730,,,157,,1000,['CANADAIR CL-215']
CL2T,A2T,M/E,28.6,19.8,9,,5700,1310,2-30,840,670,175,150,203,145,1300,"['CANADAIR CL-215T', 'CANADAIR CL-415', 'CANADAIR CL-415 SuperScooper']"
CL30,L2J,M/G,19.4,20.9,6.2,17,6220,3100,8,1500,790,450,410,470 / .82,458 / .80,,['BOMBARDIER BD-100 Challenger 300']
CL35,L2J,M/G,21,20.9,6.1,18.4,,3200,8,1500,820,450,430,470 / .82,458 / .80,,['BOMBARDIER BD-100 Challenger 350']
CL41,L1J,L/G,11.1,9.7,2.8,5.1,1170,560,2,530,670,420,310,432,,4250,"['CANADAIR CL-41 Tutor', 'CANADAIR CT-114 Tutor']"
CL4G,L4T,M/D,44.3,41.7,11.7,95,,4200,,,,300,250,349,335,,"['CANADAIR CL-44-O Guppy', 'CONROY CL-44-O Guppy']"
CL60,L2J,M/F,19.6,20.8,6.3,19.5,9000,3400,14-19,1730,1000,450,370,488,432,2250,"['BOMBARDIER CL-600 Challenger 650', 'CANADAIR C-143 Challenger 604', 'CANADAIR CC-144 Challenger 600', 'CANADAIR CC-144B Challenger 601', 'CANADAIR CE-144A Challenger 600', 'CANADAIR CL-600 Challenger 600', 'CANADAIR CL-600 Challenger 601', 'CANADAIR CL-600 Challenger 604', 'CANADAIR CL-600 Challenger 605']"
CL8,L1P,L/G,,,,,,590,2,,,,,107,,,['CARRIOU CL-8 RSA Club']
CLA,L1P,L/G,10.9,7.1,2.1,0.8,100,290,2,130,90,175,,97,89,1000,"['CALLAIR A-2', 'CALLAIR A-3', 'CALLAIR A-4']"
CLB1,L1P,L/G,10.6,7.3,2.3,3,,,1,,,150,120,110,,,"['AERO COMMANDER B-1 Ag Commander', 'IMCO Callair B-1', 'NORTH AMERICAN ROCKWELL B-1 Snipe Commander']"
CLBR,L1P,L/G,6.7,5.2,1.8,0.6,40,180,2,120,100,,80,,65,900,"['FISHER Celebrity', 'FISHER AERO Celebrity']"
CLD2,G1P,L/G,-,4.2,2.5,0.6,115,400,2,50,10,,,110,80,1000,['ROTORTEC Cloud Dancer 2']
CLDS,L1P,L/G,10.4,6.5,2.2,0.9,120,600,2,,,160,,,,860,"['REARWIN 8090 Cloudster', 'REARWIN 8125 Cloudster', 'REARWIN 8135 Cloudster']"
CLON,G1P,L/G,-,4.6,2.8,0.6,40,500,2,50,10,,,110,90,1000,"['AUTOGYRO Cavalon', 'ROTORSPORT Cavalon']"
CMA3,L1P,L/G,12.4,5.8,,0.5,40,300,2,120,,140,100,,,1000,['COLYAER Martin 3']
CMAS,L1P,L/G,10.3,7.6,2.5,,200,600,4,,,180,150,,140,1000,"['CESSNA C-34', 'CESSNA C-37', 'CESSNA C-38 Airmaster', 'CESSNA C-145 Airmaster', 'CESSNA C-165 Airmaster']"
CMD1,G1P,L/G,-,3.6,2.4,0.6,50,120,2,100,10,,80,90,60,,['AIR COMMAND Commander 147']
CMDE,G1P,L/G,-,4,2.1,0.4,25,,2,76,6,100,80,82,56,1200,['AIR COMMAND Commander Elite Side-by-Side']
CMDT,G1P,L/G,-,4,2.6,0.5,37,,2,45,6,100,80,90,75,1200,['AIR COMMAND Commander Elite Tandem']
CN12,L1P,L/G,8,6.5,2.3,0.5,45,150,2,75,100,,80,81,60,,['CIRCA Nieuport 12-7/8']
CN35,L2T,M/G,25.8,21.4,8.1,16.5,5290,430,44,1270,670,250,230,275,245,1300,"['AIRBUS CN-235', 'AIRBUS CN-235 Persuader', 'AIRBUS HC-144 Ocean Sentry', 'AIRTECH (2) CN-235', 'AIRTECH (2) CN-235 Persuader', 'CASA CN-235', 'CASA CN-235 Persuader', 'CASA HC-144 Ocean Sentry', 'DIRGANTARA CN-235', 'NURTANIO CN-235', 'NUSANTARA CN-235', 'TAI CN-235', 'TAI CN-235 Persuader']"
CNBR,L2J,M/F,19.5,19.9,4.7,20.8,11170,2660,2,,,450,310,504,380,4200,"['BAC Canberra', 'ENGLISH ELECTRIC Canberra', 'SHORT Canberra']"
CNDR,L2T,L/G,10.3,8.9,3.5,5,200,630,4,,,280,240,248,210,2000,['GENERAL AVIA F-20TP Condor']
CNGP,L1P,L/G,,,,,,,5,,,,,,180,,['CESSNA NGP']
CNUK,L1P,L/G,10.4,6.8,2.2,0.7,,260,3,,,120,100,96,86,,"['FLEET 80 Canuck', 'LEAVENS 80 Canuck']"
CO50,L1P,L/G,9.1,,3,1.5,410,1434,5,,,,250,,,,['COBALT Co-50 Valkyrie']
COAR,L1P,L/G,8.5,5.8,1.8,0.7,130,900,2,120,,,,200,132,,['COBRA Arrow']
COBR,L1P,L/G,7.5,,,0.8,160,,2,,,,,220,,,['DEBORDE-ROLLAND Cobra']
COL3,L1P,L/G,11,7.6,2.7,1.5,370,1100,4,230,500,180,150,,191,1340,"['CESSNA 350', 'CESSNA LC-42', 'CESSNA LC-42 Corvalis', 'CESSNA 350 Corvalis', 'COLUMBIA LC-42 Columbia 350', 'LANCAIR LC-40 Columbia 300', 'LANCAIR LC-42 Columbia 350']"
COL4,L1P,L/G,11,7.6,2.7,1.5,290,1380,4,380,720,180,150,235,190,1400,"['CESSNA 400', 'CESSNA LC-41', 'CESSNA LC-41 Corvalis TT', 'CESSNA 400 Corvalis TT', 'COLUMBIA LC-41 Columbia 400', 'LANCAIR LC-41 Columbia 400']"
COLT,L1P,L/G,9.8,7.1,2.3,0.6,120,,4,330,318,145,,118,110,800,"['TEXAS AIRCRAFT TA-01', 'TEXAS AIRCRAFT Colt']"
COMU,H1P,L/G,-,5.5,2.4,0.5,45,1520,2,,,60,40,87,74,1600,"['HELICOM H-1 Commuter', 'INTERNATIONAL HELICOPTERS H-1 Commuter', 'TAMARIND H-1 Commuter']"
CONI,L4P,M/D,38.4,35.4,7.5,65.7,17750,2880,96,,,280,270,325 / .49,291,1100,"['LOCKHEED C-121 Constellation', 'LOCKHEED VC-121 Constellation', 'LOCKHEED WV Warning Star']"
COOT,A1P,L/G,11,6.7,2.4,0.9,100,590,2,180,150,,,140,,800,"['AEROCAR Coot', 'AEROCAR Super Coot', 'TAYLOR (2) Coot', 'TAYLOR (2) Super Coot']"
CORO,L1P,L/G,9.6,6.7,2.4,0.6,160,,2,290,320,,,143,119,1600,"['CORVUS Corone', 'CORVUS Crusader', 'CORVUS CA-21 Phantom', 'T & T AVIATION Falcon']"
CORR,L1P,L/G,10,7.1,2.7,0.6,80,530,2,230,200,130,100,105,97,920,['SIVEL SD-27 Corriedale']
CORS,L1P,M/G,12.5,10.3,4.6,5.5,,1000,1,,,370,250,425,369,3120,"['CHANCE VOUGHT AU Corsair', 'CHANCE VOUGHT F4U Corsair', 'CHANCE VOUGHT V-166 Corsair', 'GOODYEAR FG Corsair', 'VOUGHT-SIKORSKY F4U Corsair', 'VOUGHT-SIKORSKY V-166 Corsair']"
CORV,L2P,L/G,15.4,11.2,4,3.1,530,715,2+8,410,440,170,130,145,,1450,['WOLFSBERG Corvus']
COUG,L1P,L/G,6,5.7,1.6,1.7,90,600,4,560,400,160,100,170,117,1000,"['ACRO SPORT Cougar', 'EAA Cougar', 'NESMITH Cougar']"
